name,price,original_price,discount,review_count,seller,availability,badges,link,category
Defacto T-shirt tricoté col rond slim fit - Marine,79.00 Dhs,199.00 Dhs,60%,4.5,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-t-shirt-tricote-col-rond-slim-fit-marine-65660767.html,mode-female
Robe Longue Évasée blanche - Élégance Minimaliste,160.00 Dhs,230.00 Dhs,30%,0,Jumia,Available,['30%'],https://www.jumia.ma/generic-robe-longue-evasee-blanche-elegance-minimaliste-66402778.html,mode-female
"Defacto T-shirt femme en maille, coupe longue, col rond, manches longues – Bordeaux",99.00 Dhs,249.00 Dhs,60%,4.7,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-t-shirt-femme-en-maille-coupe-longue-col-rond-manches-longues-bordeaux-65625940.html,mode-female
Marwa Combi En Bretelle - Beige,69.00 Dhs,199.00 Dhs,65%,0,Jumia,Available,"['Boutique Officielle', '65%']",https://www.jumia.ma/marwa-combi-en-bretelle-beige-65229027.html,mode-female
Koton Pantalon Blanc Pour Femme,199.00 Dhs,379.00 Dhs,47%,5,Jumia,Available,"['Boutique Officielle', '47%']",https://www.jumia.ma/koton-pantalon-blanc-pour-femme-65964867.html,mode-female
"Trendyol Blouse Ajustée Asymétrique En Maille Côtelée Extensible Indigo, Épaules Dénudées - TWOAW23BZ00088",89.00 Dhs,230.00 Dhs,61%,0,Jumia,Available,"['Boutique Officielle', '61%']",https://www.jumia.ma/trendyol-blouse-ajustee-asymetrique-en-maille-cotelee-extensible-indigo-epaules-denudees-twoaw23bz00088-66374728.html,mode-female
Ensemble 2 pièces - Kimono long et pantalon large blanc Femme - coupe moderne – Robe Abaya moderne Longue Élégante - Robe Légère - Kimono Chic collection Été 2025,299.00 Dhs,500.00 Dhs,40%,0,Jumia,Available,['40%'],https://www.jumia.ma/generic-ensemble-2-pieces-kimono-long-et-pantalon-large-blanc-femme-coupe-moderne-robe-abaya-moderne-longue-elegante-robe-legere-kimono-chic-collection-ete-2025-66420038.html,mode-female
Burkini Rose Pour Femme - 82717,299.00 Dhs,655.00 Dhs,54%,5,Jumia,Available,['54%'],https://www.jumia.ma/generic-burkini-rose-pour-femme-82717-66413918.html,mode-female
Defacto Lot de 3 paires de chaussettes courtes pour femmes,29.00 Dhs,69.00 Dhs,58%,5,Jumia,Available,"['Boutique Officielle', '58%']",https://www.jumia.ma/defacto-lot-de-3-paires-de-chaussettes-courtes-pour-femmes-62721787.html,mode-female
Dice pack de 1 cotton legging pour femme,59.00 Dhs,85.00 Dhs,31%,4.2,Jumia,Available,"['Boutique Officielle', '31%']",https://www.jumia.ma/dice-pack-de-1-cotton-legging-pour-femme-41201848.html,mode-female
Defacto 3 Slips Décontractés Femme - Rose,69.00 Dhs,100.00 Dhs,31%,1,Jumia,Available,"['Boutique Officielle', '31%']",https://www.jumia.ma/defacto-3-slips-decontractes-femme-rose-65432154.html,mode-female
Ensemble Femme Long – Tunique & Pantalon Large- chemise oversize – Manches Longues – Bleu ciel Élégant,229.00 Dhs,300.00 Dhs,24%,1,Jumia,Available,['24%'],https://www.jumia.ma/generic-ensemble-femme-long-tunique-pantalon-large-chemise-oversize-manches-longues-bleu-ciel-elegant-66965717.html,mode-female
Maillot De Bain rembourré avec short deux pieces pour femme- PUSH UP,219.00 Dhs,,,4.3,Jumia,Available,[],https://www.jumia.ma/generic-maillot-de-bain-rembourre-avec-short-deux-pieces-pour-femme-push-up-62320462.html,mode-female
Marwa Pantalon Sport Collection,48.00 Dhs - 69.00 Dhs,179.00 Dhs,73%,4.5,Jumia,Available,"['Boutique Officielle', '73%']",https://www.jumia.ma/marwa-pantalon-sport-collection-65849324.html,mode-female
Defacto Robe Tissée À Manches Longues Col En V,219.00 Dhs,349.00 Dhs,37%,0,Jumia,Available,"['Boutique Officielle', '37%']",https://www.jumia.ma/defacto-robe-tissee-a-manches-longues-col-en-v-66406672.html,mode-female
Defacto Pantalon tissé jambes larges casual femme - Noir,209.00 Dhs,299.00 Dhs,30%,3.9,Jumia,Available,"['Boutique Officielle', '30%']",https://www.jumia.ma/defacto-pantalon-tisse-jambes-larges-casual-femme-noir-65660772.html,mode-female
Dice pack de 4 cotton legging,219.00 Dhs,360.00 Dhs,39%,4.2,Jumia,Available,"['Boutique Officielle', '39%']",https://www.jumia.ma/dice-pack-de-4-cotton-legging-41201850.html,mode-female
"Robe noire d'été à manches courtes – Parfaite pour la plage, la maison et le sommeil",159.00 Dhs,300.00 Dhs,47%,0,Jumia,Available,['47%'],https://www.jumia.ma/generic-robe-noire-dete-a-manches-courtes-parfaite-pour-la-plage-la-maison-et-le-sommeil-66407939.html,mode-female
Marwa Veste Courte Unicolor - Rose Clair,99.00 Dhs,229.00 Dhs,57%,4.5,Jumia,Available,"['Boutique Officielle', '57%']",https://www.jumia.ma/marwa-veste-courte-unicolor-rose-clair-66177619.html,mode-female
Trendyol T-Shirt Lilas Col Rond Côtelé Coupe Classique En Maille - TWOSS24TS00050,78.00 Dhs,300.00 Dhs,74%,3,Jumia,Available,"['Boutique Officielle', '74%']",https://www.jumia.ma/trendyol-t-shirt-lilas-col-rond-cotele-coupe-classique-en-maille-twoss24ts00050-66374871.html,mode-female
"Defacto Short femme en maille, coupe standard – Violet",69.00 Dhs,169.00 Dhs,59%,4,Jumia,Available,"['Boutique Officielle', '59%']",https://www.jumia.ma/defacto-short-femme-en-maille-coupe-standard-violet-65625960.html,mode-female
Maillot De Bain rembourré avec short deux pieces pour femme- PUSH UP,199.00 Dhs - 219.00 Dhs,199.00 Dhs - 299.00 Dhs,27%,5,Jumia,Available,['27%'],https://www.jumia.ma/generic-maillot-de-bain-rembourre-avec-short-deux-pieces-pour-femme-push-up-65298817.html,mode-female
Defacto Chemise Tissée Femme Coupe Oversize Manches Courtes - Blanche,79.00 Dhs - 109.00 Dhs,199.00 Dhs,60%,5,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-chemise-tissee-femme-coupe-oversize-manches-courtes-blanche-65295649.html,mode-female
Koton Pantalon Rose Pour Femme,139.00 Dhs,329.00 Dhs,58%,0,Jumia,Available,"['Boutique Officielle', '58%']",https://www.jumia.ma/koton-pantalon-rose-pour-femme-65964913.html,mode-female
Defacto Chemise oversize col classique tissée - Rose,119.00 Dhs - 209.00 Dhs,299.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-chemise-oversize-col-classique-tissee-rose-65660775.html,mode-female
Defacto Woman Regular Fit Shirt Neck Long Sleeve Knitted Dress - Beige,139.00 Dhs,349.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-woman-regular-fit-shirt-neck-long-sleeve-knitted-dress-beige-65694591.html,mode-female
Defacto Woman Shirt Neck Long Sleeve Woven Dress - Black,159.00 Dhs,399.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-woman-shirt-neck-long-sleeve-woven-dress-black-65694592.html,mode-female
Defacto Woman Regular Fit Shirt Neck Long Sleeve Knitted Dress - Anthracite,139.00 Dhs,349.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-woman-regular-fit-shirt-neck-long-sleeve-knitted-dress-anthracite-65694590.html,mode-female
Defacto Bermuda - Noir,79.00 Dhs,129.00 Dhs,39%,0,Jumia,Available,"['Boutique Officielle', '39%']",https://www.jumia.ma/defacto-bermuda-noir-65295666.html,mode-female
Defacto Lot de 3 Paires de Chaussettes Step es Femme - Noir,29.00 Dhs,69.00 Dhs,58%,0,Jumia,Available,"['Boutique Officielle', '58%']",https://www.jumia.ma/defacto-lot-de-3-paires-de-chaussettes-step-es-femme-noir-65295463.html,mode-female
Defacto Woman Relax Fit Crew Neck Knitted Sweat Tunic - Beige,119.00 Dhs - 169.00 Dhs,299.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-woman-relax-fit-crew-neck-knitted-sweat-tunic-beige-65694600.html,mode-female
Jupe Longue Blanche à Taille Élastique – Confort Estival Décontracté,199.00 Dhs,600.00 Dhs,67%,3.5,Jumia,Available,['67%'],https://www.jumia.ma/generic-jupe-longue-blanche-a-taille-elastique-confort-estival-decontracte-67074570.html,mode-female
Defacto Chemise basique à manches longues Coupe régulière,169.00 Dhs,249.00 Dhs,32%,4.5,Jumia,Available,"['Boutique Officielle', '32%']",https://www.jumia.ma/defacto-chemise-basique-a-manches-longues-coupe-reguliere-66161295.html,mode-female
Robe Noire Pour Femme - 83710,89.00 Dhs,189.00 Dhs,53%,0,Jumia,Available,['53%'],https://www.jumia.ma/generic-robe-noire-pour-femme-83710-66414089.html,mode-female
Defacto Lot de 3 paires de chaussettes longues en coton pour femme,29.00 Dhs,79.00 Dhs,63%,0,Jumia,Available,"['Boutique Officielle', '63%']",https://www.jumia.ma/defacto-lot-de-3-paires-de-chaussettes-longues-en-coton-pour-femme-66160541.html,mode-female
Defacto T-shirt Oversize imprimé à col rond et manches courtes,89.00 Dhs,129.00 Dhs,31%,5,Jumia,Available,"['Boutique Officielle', '31%']",https://www.jumia.ma/defacto-t-shirt-oversize-imprime-a-col-rond-et-manches-courtes-66406901.html,mode-female
Chemise Bleue Pour Femme - 81206,99.00 Dhs,199.00 Dhs,50%,0,Jumia,Available,['50%'],https://www.jumia.ma/generic-chemise-bleue-pour-femme-81206-66414093.html,mode-female
Defacto Haut de bikini en tulle à Coupe régulière de Fall in Love,79.00 Dhs,89.00 Dhs,11%,4.5,Jumia,Available,"['Boutique Officielle', '11%']",https://www.jumia.ma/defacto-haut-de-bikini-en-tulle-a-coupe-reguliere-de-fall-in-love-66407110.html,mode-female
Normal chaussettes12 paires blanc de sport en coton pour unisexes,76.99 Dhs,100.00 Dhs,23%,5,Jumia,Available,['23%'],https://www.jumia.ma/generic-normal-chaussettes12-paires-blanc-de-sport-en-coton-pour-unisexes-61369727.html,mode-female
Koton T-Shirt Rose Pour Femme,79.00 Dhs,179.00 Dhs,56%,3,Jumia,Available,"['Boutique Officielle', '56%']",https://www.jumia.ma/koton-t-shirt-rose-pour-femme-65964846.html,mode-female
Koton Robe Femme Beige,189.00 Dhs,549.00 Dhs,66%,5,Jumia,Available,"['Boutique Officielle', '66%']",https://www.jumia.ma/koton-robe-femme-beige-64721239.html,mode-female
"Ruban adhésif De Soutien-gorge, bande de levage de seins, Push Up des seins, 5cm x 5m multifonction",62.00 Dhs,169.00 Dhs,63%,0,Jumia,Available,['63%'],https://www.jumia.ma/generic-ruban-adhesif-de-soutien-gorge-bande-de-levage-de-seins-push-up-des-seins-5cm-x-5m-multifonction-65982014.html,mode-female
"Dice 3 soutiens pour femme rouge , blanc,noir",108.00 Dhs,300.00 Dhs,64%,3.6,Jumia,Available,"['Boutique Officielle', '64%']",https://www.jumia.ma/dice-3-soutiens-pour-femme-rouge-blancnoir-58197361.html,mode-female
Koton Haut De Bikini Femme - Multicouleur,49.00 Dhs,109.00 Dhs,55%,0,Jumia,Available,"['Boutique Officielle', '55%']",https://www.jumia.ma/koton-haut-de-bikini-femme-multicouleur-65099312.html,mode-female
Adidas Robe Adidas X Farm Premium - Blanc - JD6314,439.00 Dhs,770.00 Dhs - 800.00 Dhs,45%,5,Jumia,Available,"['Boutique Officielle', '45%']",https://www.jumia.ma/adidas-robe-adidas-x-farm-premium-blanc-jd6314-66296507.html,mode-female
Lc Waikiki sweatshirt femme à col roulé et manches longues en polaire,175.00 Dhs,299.00 Dhs,41%,0,Jumia,Available,"['Boutique Officielle', '41%']",https://www.jumia.ma/lc-waikiki-sweatshirt-femme-a-col-roule-et-manches-longues-en-polaire-65937054.html,mode-female
Defacto Robe midi moulante à col polo et manches courtes en coton côtelé,159.00 Dhs,199.00 Dhs,20%,0,Jumia,Available,"['Boutique Officielle', '20%']",https://www.jumia.ma/defacto-robe-midi-moulante-a-col-polo-et-manches-courtes-en-coton-cotele-66161456.html,mode-female
Defacto Woman Regular Fit C Neck Long Sleeve Tricot Tunic - Bordeaux,99.00 Dhs,150.00 Dhs,34%,4.3,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-woman-regular-fit-c-neck-long-sleeve-tricot-tunic-bordeaux-65694615.html,mode-female
Defacto Pantalon de pyjama de Fall in Love,79.00 Dhs,89.00 Dhs,11%,5,Jumia,Available,"['Boutique Officielle', '11%']",https://www.jumia.ma/defacto-pantalon-de-pyjama-de-fall-in-love-66408636.html,mode-female
Dice pack de 10 slips pour femme,169.00 Dhs,299.00 Dhs,43%,5,Jumia,Available,"['Boutique Officielle', '43%']",https://www.jumia.ma/dice-pack-de-10-slips-pour-femme-66486065.html,mode-female
"Defacto Pantalon en tricot, coupe regular, pour femme - Beige",69.00 Dhs - 119.00 Dhs,169.00 Dhs,59%,5,Jumia,Available,"['Boutique Officielle', '59%']",https://www.jumia.ma/defacto-pantalon-en-tricot-coupe-regular-pour-femme-beige-64799003.html,mode-female
Trendyol Lot De 3 Culottes Tanga En Coton Violet Multicolores - THMSS21KU0135,69.00 Dhs,285.00 Dhs,76%,0,Jumia,Available,"['Boutique Officielle', '76%']",https://www.jumia.ma/trendyol-lot-de-3-culottes-tanga-en-coton-violet-multicolores-thmss21ku0135-66374837.html,mode-female
Burkini Noir new collection 2022,299.00 Dhs,400.00 Dhs - 450.00 Dhs,34%,4.3,Jumia,Available,['34%'],https://www.jumia.ma/burkini-noir-new-collection-2022-generic-mpg1375082.html,mode-female
Marwa Top 2 En 1 Avec Petit Col - Gris,49.00 Dhs,179.00 Dhs,73%,0,Jumia,Available,"['Boutique Officielle', '73%']",https://www.jumia.ma/marwa-top-2-en-1-avec-petit-col-gris-66964070.html,mode-female
Koton Robe Femme Bleu,219.00 Dhs,499.00 Dhs,56%,0,Jumia,Available,"['Boutique Officielle', '56%']",https://www.jumia.ma/koton-robe-femme-bleu-64721240.html,mode-female
"Femme Plus gros soutien-gorge hanch de levage de cul rembourré en dentelle de silhouette, culotte contrôle épais sans couture avec fausses fesses sous-vêtements",199.00 Dhs - 249.00 Dhs,,,0,Jumia,Available,[],https://www.jumia.ma/generic-femme-plus-gros-soutien-gorge-hanch-de-levage-de-cul-rembourre-en-dentelle-de-silhouette-culotte-controle-epais-sans-couture-avec-fausses-fesses-sous-vetements-66603920.html,mode-female
Marwa Pantalon palazzo imprime - Vert,109.00 Dhs - 149.00 Dhs,199.00 Dhs - 229.00 Dhs,52%,4.3,Jumia,Available,"['Boutique Officielle', '52%']",https://www.jumia.ma/marwa-pantalon-palazzo-imprime-vert-64297869.html,mode-female
Colins Robe Olive pour Femme,180.00 Dhs,329.00 Dhs,45%,4,Jumia,Available,"['Boutique Officielle', '45%']",https://www.jumia.ma/colins-robe-olive-pour-femme-65997762.html,mode-female
Defacto Chemisier Tissé Femme Ajusté Col Rond Sans Manches - Anthracite,59.00 Dhs - 119.00 Dhs,169.00 Dhs,65%,3.5,Jumia,Available,"['Boutique Officielle', '65%']",https://www.jumia.ma/defacto-chemisier-tisse-femme-ajuste-col-rond-sans-manches-anthracite-65295686.html,mode-female
Marwa Robe Noire Longue - Noir,89.00 Dhs,249.00 Dhs,64%,0,Jumia,Available,"['Boutique Officielle', '64%']",https://www.jumia.ma/marwa-robe-noire-longue-noir-66963922.html,mode-female
Marwa Jegging - Neige,48.00 Dhs - 69.00 Dhs,199.00 Dhs,76%,3.4,Jumia,Available,"['Boutique Officielle', '76%']",https://www.jumia.ma/marwa-jegging-neige-66177627.html,mode-female
"Robe sexy et transparente en résille, avec bretelles, chemise de nuit sans manches",99.00 Dhs,199.00 Dhs,50%,0,Jumia,Available,['50%'],https://www.jumia.ma/generic-robe-sexy-et-transparente-en-resille-avec-bretelles-chemise-de-nuit-sans-manches-66081137.html,mode-female
"Defacto Robe maxi imprimée à col chemise, manches longues",239.00 Dhs,349.00 Dhs,32%,5,Jumia,Available,"['Boutique Officielle', '32%']",https://www.jumia.ma/defacto-robe-maxi-imprimee-a-col-chemise-manches-longues-66407297.html,mode-female
Colins Chemise À Manches Longues Blanc Pour Femme,110.00 Dhs,189.00 Dhs,42%,4,Jumia,Available,"['Boutique Officielle', '42%']",https://www.jumia.ma/colins-chemise-a-manches-longues-blanc-pour-femme-65695961.html,mode-female
Colins Robe Blanche pour Femme,275.00 Dhs,399.00 Dhs,31%,0,Jumia,Available,"['Boutique Officielle', '31%']",https://www.jumia.ma/colins-robe-blanche-pour-femme-65997737.html,mode-female
Bas résille sexy Nœud en dentelle collants nuisette lingerie chemise de nuit,40.00 Dhs,59.00 Dhs,32%,3.1,Jumia,Available,['32%'],https://www.jumia.ma/generic-bas-resille-sexy-noeud-en-dentelle-collants-nuisette-lingerie-chemise-de-nuit-64335187.html,mode-female
Trendyol Blouse Crop Ajustée Col Halter Imprimé Animal Noir - TWOSS22BZ0879,54.00 Dhs,230.00 Dhs,77%,0,Jumia,Available,"['Boutique Officielle', '77%']",https://www.jumia.ma/trendyol-blouse-crop-ajustee-col-halter-imprime-animal-noir-twoss22bz0879-66374720.html,mode-female
Marwa Jogging confort - Noir,62.00 Dhs,199.00 Dhs,69%,4.4,Jumia,Available,"['Boutique Officielle', '69%']",https://www.jumia.ma/marwa-jogging-confort-noir-62879811.html,mode-female
Defacto T-shirt oversize imprimé à col rond,69.00 Dhs,79.00 Dhs,13%,4.5,Jumia,Available,"['Boutique Officielle', '13%']",https://www.jumia.ma/defacto-t-shirt-oversize-imprime-a-col-rond-66161431.html,mode-female
Burkini Vert Pour Femme - 82728,299.00 Dhs,655.00 Dhs,54%,0,Jumia,Available,['54%'],https://www.jumia.ma/generic-burkini-vert-pour-femme-82728-66413917.html,mode-female
Colins Chemise manches longues mauve pour femme,140.00 Dhs,289.00 Dhs,52%,0,Jumia,Available,"['Boutique Officielle', '52%']",https://www.jumia.ma/colins-chemise-manches-longues-mauve-pour-femme-62938908.html,mode-female
Defacto Chemise oversize col classique tissée - Rose,119.00 Dhs - 209.00 Dhs,299.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-chemise-oversize-col-classique-tissee-rose-65660775.html,mode-female
Defacto Woman Regular Fit Shirt Neck Long Sleeve Knitted Dress - Beige,139.00 Dhs,349.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-woman-regular-fit-shirt-neck-long-sleeve-knitted-dress-beige-65694591.html,mode-female
Defacto Woman Shirt Neck Long Sleeve Woven Dress - Black,159.00 Dhs,399.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-woman-shirt-neck-long-sleeve-woven-dress-black-65694592.html,mode-female
Defacto Woman Regular Fit Shirt Neck Long Sleeve Knitted Dress - Anthracite,139.00 Dhs,349.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-woman-regular-fit-shirt-neck-long-sleeve-knitted-dress-anthracite-65694590.html,mode-female
Defacto Bermuda - Noir,79.00 Dhs,129.00 Dhs,39%,0,Jumia,Available,"['Boutique Officielle', '39%']",https://www.jumia.ma/defacto-bermuda-noir-65295666.html,mode-female
Defacto Lot de 3 Paires de Chaussettes Step es Femme - Noir,29.00 Dhs,69.00 Dhs,58%,0,Jumia,Available,"['Boutique Officielle', '58%']",https://www.jumia.ma/defacto-lot-de-3-paires-de-chaussettes-step-es-femme-noir-65295463.html,mode-female
Defacto Woman Relax Fit Crew Neck Knitted Sweat Tunic - Beige,119.00 Dhs - 169.00 Dhs,299.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-woman-relax-fit-crew-neck-knitted-sweat-tunic-beige-65694600.html,mode-female
Koton Chemise Jaune Pour Femme,179.00 Dhs,349.00 Dhs,49%,4.5,Jumia,Available,"['Boutique Officielle', '49%']",https://www.jumia.ma/koton-chemise-jaune-pour-femme-65964807.html,mode-female
Defacto Woman Regular Fit Bike Neck Long Sleeve Tricot Tunic - Ecru,159.00 Dhs,399.00 Dhs,60%,5,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-woman-regular-fit-bike-neck-long-sleeve-tricot-tunic-ecru-65694617.html,mode-female
Defacto Tunique Tissée e Femme Coupe Relax Manches Longues - Écru,119.00 Dhs,299.00 Dhs,60%,5,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-tunique-tissee-e-femme-coupe-relax-manches-longues-ecru-65295643.html,mode-female
Colins Chemise à manches longues Fushia pour Femme,110.00 Dhs,299.00 Dhs,63%,0,Jumia,Available,"['Boutique Officielle', '63%']",https://www.jumia.ma/colins-chemise-a-manches-longues-fushia-pour-femme-65997969.html,mode-female
Defacto Chemise oversize en Oxford rayée à manches longues,179.00 Dhs,199.00 Dhs,10%,0,Jumia,Available,"['Boutique Officielle', '10%']",https://www.jumia.ma/defacto-chemise-oversize-en-oxford-rayee-a-manches-longues-66407386.html,mode-female
Defacto Trenchcoat Sans Capuche Coupe Classique Collection Spéciale - Écru,259.00 Dhs,699.00 Dhs,63%,4.1,Jumia,Available,"['Boutique Officielle', '63%']",https://www.jumia.ma/defacto-trenchcoat-sans-capuche-coupe-classique-collection-speciale-ecru-65651626.html,mode-female
Colins Robe Beige pour Femme,180.00 Dhs,349.00 Dhs,48%,4.7,Jumia,Available,"['Boutique Officielle', '48%']",https://www.jumia.ma/colins-robe-beige-pour-femme-65997780.html,mode-female
"Defacto T-shirt femme en maille, coupe longue, col rond, manches longues – Blanc",99.00 Dhs,249.00 Dhs,60%,4.5,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-t-shirt-femme-en-maille-coupe-longue-col-rond-manches-longues-blanc-65625941.html,mode-female
"Robe chaude Sexy, Lingerie et sous-vêtements Sexy pour femmes,Body en maille,Lingerie élastique, grande taille, chemise de nuit sexy",99.00 Dhs,150.00 Dhs,34%,5,Jumia,Available,['34%'],https://www.jumia.ma/generic-robe-chaude-sexy-lingerie-et-sous-vetements-sexy-pour-femmesbody-en-maillelingerie-elastique-grande-taille-chemise-de-nuit-sexy-65951786.html,mode-female
Marwa Pantalon palazzo imprime - Beige,79.00 Dhs,199.00 Dhs,60%,4.8,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/marwa-pantalon-palazzo-imprime-beige-64848909.html,mode-female
Marwa Sweat a capuche avec poche au milieu - Beige,48.00 Dhs,169.00 Dhs - 179.00 Dhs,73%,5,Jumia,Available,"['Boutique Officielle', '73%']",https://www.jumia.ma/marwa-sweat-a-capuche-avec-poche-au-milieu-beige-64855576.html,mode-female
Colins Chemise à manches longues Bleu pour Femme,140.00 Dhs,349.00 Dhs,60%,4,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/colins-chemise-a-manches-longues-bleu-pour-femme-65998117.html,mode-female
Marwa Pantalon uni - Marron,104.00 Dhs - 149.00 Dhs,149.00 Dhs,30%,3.3,Jumia,Available,"['Boutique Officielle', '30%']",https://www.jumia.ma/marwa-pantalon-uni-marron-64848910.html,mode-female
Koton Pantalon Bleu Marine Pour Femme,169.00 Dhs,349.00 Dhs,52%,5,Jumia,Available,"['Boutique Officielle', '52%']",https://www.jumia.ma/koton-pantalon-bleu-marine-pour-femme-65965226.html,mode-female
Defacto Robe longue à manches longues et col rond avec ceinture Coupe régulière,159.00 Dhs,299.00 Dhs,47%,0,Jumia,Available,"['Boutique Officielle', '47%']",https://www.jumia.ma/defacto-robe-longue-a-manches-longues-et-col-rond-avec-ceinture-coupe-reguliere-66407323.html,mode-female
Burkini Hijab 5 pièces,225.00 Dhs,414.00 Dhs,46%,0,Jumia,Available,['46%'],https://www.jumia.ma/generic-burkini-hijab-5-pieces-67069174.html,mode-female
Defacto Pantalon large à taille haute,269.00 Dhs,299.00 Dhs,10%,0,Jumia,Available,"['Boutique Officielle', '10%']",https://www.jumia.ma/defacto-pantalon-large-a-taille-haute-66161326.html,mode-female
Defacto Pantalon jambes larges 90’s édition spéciale - Bleu,209.00 Dhs,299.00 Dhs,30%,4.6,Jumia,Available,"['Boutique Officielle', '30%']",https://www.jumia.ma/defacto-pantalon-jambes-larges-90s-edition-speciale-bleu-65660800.html,mode-female
Defacto T-shirt basique à col rond et manches courtes Coupe décontractée,79.00 Dhs,89.00 Dhs,11%,0,Jumia,Available,"['Boutique Officielle', '11%']",https://www.jumia.ma/defacto-t-shirt-basique-a-col-rond-et-manches-courtes-coupe-decontractee-66406891.html,mode-female
Defacto Lot de Slips 3,69.00 Dhs,99.00 Dhs,30%,0,Jumia,Available,"['Boutique Officielle', '30%']",https://www.jumia.ma/defacto-lot-de-slips-3-66407237.html,mode-female
Marwa Parka En Faux Lin,129.00 Dhs,279.00 Dhs,54%,4.3,Jumia,Available,"['Boutique Officielle', '54%']",https://www.jumia.ma/marwa-parka-en-faux-lin-65885393.html,mode-female
Defacto Débardeur Coupe slim raccourcie Basique Col Rond,59.00 Dhs,89.00 Dhs,34%,0,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-debardeur-coupe-slim-raccourcie-basique-col-rond-66167700.html,mode-female
Marwa Pantalon Crop -Green,59.00 Dhs,149.00 Dhs,60%,5,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/marwa-pantalon-crop-green-65130550.html,mode-female
Defacto Chemises à manches longues Col De Chemise Avec Poche,159.00 Dhs,199.00 Dhs,20%,4,Jumia,Available,"['Boutique Officielle', '20%']",https://www.jumia.ma/defacto-chemises-a-manches-longues-col-de-chemise-avec-poche-66167636.html,mode-female
Marwa Top Cardigan Avec Boutons Au Cote,49.00 Dhs,129.00 Dhs,62%,3.5,Jumia,Available,"['Boutique Officielle', '62%']",https://www.jumia.ma/marwa-top-cardigan-avec-boutons-au-cote-65849127.html,mode-female
Coussinets invisibles en Silicone pour soutien-gorge,96.00 Dhs,119.00 Dhs,19%,0,Jumia,Available,['19%'],https://www.jumia.ma/generic-coussinets-invisibles-en-silicone-pour-soutien-gorge-64697086.html,mode-female
"Ceinture Corset , Gaine Amincissante Réglable Serre-Taille 3M",49.00 Dhs,,,2.7,Jumia,Available,[],https://www.jumia.ma/generic-ceinture-corset-gaine-amincissante-reglable-serre-taille-3m-65296291.html,mode-female
Dice pack de 1 Débardeur,39.00 Dhs,59.00 Dhs,34%,4.3,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/dice-pack-de-1-debardeur-41184540.html,mode-female
Abaya Hijab avec Fermeture éclair Manches bishop -VERT CANARD,129.00 Dhs,249.00 Dhs,48%,0,Jumia,Available,['48%'],https://www.jumia.ma/generic-abaya-hijab-avec-fermeture-eclair-manches-bishop-vert-canard-66381978.html,mode-female
Chemise Noir Pour Femme - 13855,225.00 Dhs,449.00 Dhs,50%,4,Jumia,Available,['50%'],https://www.jumia.ma/generic-chemise-noir-pour-femme-13855-66413978.html,mode-female
Defacto Pantalon Femme Parachute - Bleu,119.00 Dhs,299.00 Dhs,60%,3.8,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-pantalon-femme-parachute-bleu-65295669.html,mode-female
Trendyol Lot De 5 Paires De Chaussettes En Maille Imprimées Bleu Multicolore - THMAW22CO0231,46.00 Dhs,150.00 Dhs,69%,0,Jumia,Available,"['Boutique Officielle', '69%']",https://www.jumia.ma/trendyol-lot-de-5-paires-de-chaussettes-en-maille-imprimees-bleu-multicolore-thmaw22co0231-66374692.html,mode-female
